mr_train_1001,33.75675,-51.026,-4.68774999999999
mr_train_1002,37.185,-5.0204,17.82975
mr_train_1003,52.801,-47.936,9.611
mr_train_1004,72.75101,-58.213804,20.083194
mr_train_1005,68.551006,-45.936,14.611
mr_train_1006,63.601,-32.46696,40.71286
mr_train_1007,34.951,-37.936,36.611
mr_train_1008,64.351006,-42.936,49.611
mr_train_1009,49.41925,-11.6908,33.5935
mr_train_1010,51.751,-47.519362,22.027638
mr_train_1011,64.501,-28.4917,88.83303
mr_train_1012,3.90625,-26.4,23.43725
mr_train_1013,29.5095,-2.8271,27.3435
mr_train_1014,-4.61324999999999,-48.417,23.43725
mr_train_1015,42.987,-28.066,-12.733
mr_train_1016,67.501,-37.797142,39.527634
mr_train_1017,61.201,-47.519362,5.499864
mr_train_1018,58.051,-54.324916,16.194306
mr_train_1019,65.40101,-59.186026,39.527634
mr_train_1020,64.351,-53.352694,15.222084
mr_test_2001,67.9813120321843,-50.4103064283112,3.38790956601852
mr_test_2002,59.0365498218492,-47.8281580927107,32.5906716324362
mr_test_2003,47.980683846349,-25.0018880031463,22.9654953898185
mr_test_2004,64.4887470210334,-47.2303727946343,31.4613221334687
mr_test_2005,66.6919304969902,-34.6618700952881,53.302132280431
mr_test_2006,37.6518913755514,-13.8771689343899,-2.01337186022087
mr_test_2007,21.2181378022136,-39.5371737326508,15.7899930668758
mr_test_2008,48.2918554729987,-14.0008281706078,55.148745265731
mr_test_2009,10.9300037715458,-25.152604166486,21.0899972448668
mr_test_2010,67.7149916497722,-25.0229989052192,42.6989889204878
mr_test_2011,45.1354734407985,-21.109001341323,53.301652279749
mr_test_2012,37.8317895226996,-17.3081440173591,-14.9290373035712
mr_test_2013,54.9459576106702,-35.0297852492582,26.0803578208985
mr_test_2014,39.8362552087578,-35.2105269406856,47.9759839421694
mr_test_2015,43.6602309765542,-24.8684083232075,65.289294500877
mr_test_2016,43.7371725657538,-27.8421144533136,78.8817452302353
mr_test_2017,33.7102163049852,-16.7710848442766,-12.5515706816507
mr_test_2018,6.91437755039382,-18.8148493995946,-8.33142732368958
mr_test_2019,59.0102700700032,-24.0443826652428,50.3228476642938
mr_test_2020,37.6399118325055,-2.54028517045606,72.2027506878422
mr_test_2021,59.6109072038384,-19.1588437762729,73.2499322803766
mr_test_2022,70.7638057735504,-36.7552563747637,44.2597897947496
mr_test_2023,36.4742637306407,-27.7697462563264,31.1152136180524
mr_test_2024,47.5312320786867,-26.7205365473544,35.124536208325
mr_test_2025,92.8595944031214,-46.5989978692969,40.202561857949
mr_test_2026,49.6057635068131,-31.3792390286737,7.16003553207462
mr_test_2027,40.5857351073962,-26.5100457465057,73.8361718096754
mr_test_2028,34.6787591921328,-45.5492958582263,-2.65849161049118
mr_test_2029,46.4939137702946,-36.525395249412,54.6099314987152
mr_test_2030,49.1027406775339,-26.2235334296056,30.0650585165268
mr_test_2031,2.33812528782428,-32.7627016536194,38.5730628488579
mr_test_2032,24.6302551700565,-58.3796646982049,16.088745527114
mr_test_2033,36.4623170330409,-39.2198331564351,16.371657752808
mr_test_2034,57.5132346177982,-23.2435778056649,25.2480580987826
mr_test_2035,62.8625186094614,-44.7551478010824,25.3012844160024
mr_test_2036,38.3251055307054,-27.9636085403101,68.3583690977465
mr_test_2037,32.7802094023838,-18.8819043358311,-6.67560727242878
mr_test_2038,40.1344900440901,-20.5189395822086,64.124892157771
mr_test_2039,6.95773060767868,-24.5886789396919,-11.2897943071814
mr_test_2040,14.1451947554675,-24.6957379791758,-12.6997237576555
ct_train_1001,45.855533,135.807591,-173.78
ct_train_1002,7.539787,-5.348085,-150.375
ct_train_1003,17.086234,156.36818,-183.43
ct_train_1004,18.46864,7.09360000000001,-128.375
ct_train_1005,20.722597,-39.253179,-131.625
